0.035355337, 10.035233
0.070710674, 10.07022
0.10606601, 10.104962
0.14142135, 10.13946
0.17677668, 10.173712
0.212132, 10.207718
0.24748734, 10.241479
0.28284267, 10.274995
0.318198, 10.308266
0.35355332, 10.341291
0.38890865, 10.374072
0.42426398, 10.406607
0.4596193, 10.438896
0.49497464, 10.470941
0.53033, 10.50274
0.56568533, 10.534294
0.60104066, 10.565603
0.636396, 10.596666
0.6717513, 10.627484
0.70710665, 10.658057
0.742462, 10.688385
0.7778173, 10.718468
0.81317264, 10.748305
0.84852797, 10.777897
0.8838833, 10.807243
0.9192386, 10.836345
0.95459396, 10.865201
0.9899493, 10.893812
1.0253047, 10.922178
1.06066, 10.950298
1.0960153, 10.978173
1.1313707, 11.005803
1.166726, 11.033188
1.2020813, 11.060328
1.2374367, 11.087222
1.272792, 11.113871
1.3081473, 11.140274
1.3435026, 11.166432
1.378858, 11.192346
1.4142133, 11.218014
1.4495686, 11.243437
1.484924, 11.268615
1.5202793, 11.293547
1.5556346, 11.3182335
1.59099, 11.342675
1.6263453, 11.366872
1.6617006, 11.390823
1.6970559, 11.41453
1.7324113, 11.43799
1.7677666, 11.4612055
1.8031219, 11.484176
1.8384773, 11.506901
1.8738326, 11.529381
1.9091879, 11.551616
1.9445432, 11.573605
1.9798986, 11.595348
2.015254, 11.616847
2.0506094, 11.638101
2.0859647, 11.659109
2.12132, 11.6798725
2.1566753, 11.70039
2.1920307, 11.720662
2.227386, 11.740689
2.2627413, 11.760471
2.2980967, 11.780008
2.333452, 11.7993
2.3688073, 11.818346
2.4041626, 11.837147
2.439518, 11.855702
2.4748733, 11.874013
2.5102286, 11.892078
2.545584, 11.909899
2.5809393, 11.927473
2.6162946, 11.944802
2.65165, 11.961886
2.6870053, 11.978725
2.7223606, 11.995319
2.757716, 12.011668
2.7930713, 12.027771
2.8284266, 12.043629
2.863782, 12.059241
2.8991373, 12.074609
2.9344926, 12.089731
2.969848, 12.104609
3.0052032, 12.11924
3.0405586, 12.133626
3.075914, 12.147767
3.1112692, 12.161663
3.1466246, 12.175314
3.18198, 12.18872
3.2173352, 12.20188
3.2526906, 12.214795
3.288046, 12.227465
3.3234012, 12.239889
3.3587565, 12.2520685
3.3941119, 12.264003
3.4294672, 12.275692
3.4648225, 12.287135
3.5001779, 12.298333
3.5355332, 12.309286
3.5708885, 12.319994
3.6062438, 12.330457
3.6415992, 12.340674
3.6769545, 12.350646
3.7123098, 12.360373
