-0.07294905,3.1857326,3.2586818
0.2811529,3.1062546,2.8251016
0.062305868,3.1433613,3.0810554
0.19756079,3.1128657,2.915305
0.2811529,3.1062546,2.8251016
0.3328157,3.1086285,2.7758129
0.30088636,3.1065197,2.8056333
0.28115293,3.1062546,2.8251016
0.29334885,3.1063282,2.8129795
0.28581136,3.1062486,2.8204372
0.2811529,3.1062546,2.8251016
0.284032,3.106246,2.8222141
0.28581136,3.1062486,2.8204372
0.28471166,3.1062465,2.8215349
0.284032,3.106246,2.8222141
0.28445202,3.1062462,2.8217943
0.28419244,3.106246,2.8220534
0.28435287,3.106246,2.8218932
0.28445202,3.1062462,2.8217943
0.28439075,3.106246,2.8218553
0.28442863,3.1062462,2.8218176
