X,Y,Z
37.699966,65.298256,60.88237
37.799965,65.471466,60.858444
37.899963,65.64467,60.833557
37.999966,65.81787,60.80767
38.099964,65.99107,60.780807
38.199966,66.16428,60.752975
38.299965,66.33749,60.72415
38.399963,66.51069,60.694336
38.499966,66.6839,60.663567
38.599964,66.8571,60.631798
38.699963,67.030304,60.599052
38.799965,67.203514,60.56533
38.899963,67.37672,60.530617
38.999966,67.54992,60.494926
39.099964,67.72313,60.45826
39.199963,67.89633,60.42061
39.299965,68.069534,60.381973
39.399963,68.242744,60.34237
39.49996,68.41595,60.301773
39.599964,68.58915,60.260193
39.699963,68.76235,60.21763
39.799965,68.93556,60.174103
39.899963,69.108765,60.129585
39.99996,69.28197,60.084084
40.099964,69.45518,60.037598
40.199966,69.62839,59.990143
40.29997,69.8016,59.941696
40.39997,69.97481,59.892273
40.499973,70.14802,59.841873
40.599976,70.32123,59.79049
40.699978,70.49443,59.738106
40.79998,70.66764,59.68476
40.899982,70.84085,59.630432
40.999985,71.01406,59.57512
41.099987,71.18727,59.518837
41.19999,71.36048,59.46157
41.29999,71.53369,59.40332
41.399994,71.706894,59.34407
41.499996,71.880104,59.28385
41.6,72.053314,59.222656
41.7,72.226524,59.160484
41.800003,72.399734,59.09733
41.900005,72.572945,59.033188
42.000008,72.746155,58.96807
42.10001,72.91936,58.901955
42.200012,73.09257,58.83487
42.300014,73.26578,58.766815
42.400017,73.43899,58.69777
42.50002,73.6122,58.627747
42.60002,73.78541,58.55674
42.700024,73.95861,58.484756
42.800026,74.13182,58.411774
42.90003,74.30503,58.337822
43.00003,74.47824,58.262894
43.100033,74.65145,58.18698
43.200035,74.82466,58.110092
43.300037,74.99787,58.03222
43.40004,75.171074,57.95336
43.500042,75.344284,57.87352
43.600044,75.517494,57.7927
43.700047,75.690704,57.710907
43.80005,75.863914,57.628128
43.90005,76.037125,57.544373
44.000053,76.210335,57.459633
44.100056,76.38354,57.37391
44.200058,76.55675,57.287193
44.30006,76.72996,57.19951
44.400063,76.90317,57.11084
44.500065,77.07638,57.021194
44.600067,77.24959,56.930573
44.70007,77.4228,56.838974
44.80007,77.596,56.746384
44.900074,77.76921,56.6528
45.000076,77.94242,56.55825
45.10008,78.11563,56.462715
45.20008,78.28884,56.366203
45.300083,78.46205,56.268707
45.400085,78.63526,56.170235
45.500088,78.808464,56.070778
45.60009,78.981674,55.97032
45.700092,79.154884,55.868904
45.800095,79.328094,55.76651
45.900097,79.501305,55.66314
46.0001,79.674515,55.558777
46.1001,79.847725,55.45343
46.200104,80.02093,55.347107
46.300106,80.19414,55.23979
46.40011,80.36735,55.1315
46.50011,80.54056,55.02224
46.600113,80.71377,54.911987
46.700115,80.88698,54.80076
46.800117,81.06019,54.688553
46.90012,81.23339,54.575363
47.000122,81.4066,54.461174
47.100124,81.57981,54.34603
47.200127,81.75302,54.229897
47.30013,81.92623,54.112778
47.40013,82.09944,53.994682
47.500134,82.27265,53.87561
47.600136,82.445854,53.755547
47.700138,82.619064,53.6345
47.80014,82.792274,53.512474
47.900143,82.965485,53.389473
48.000145,83.138695,53.265495
48.100147,83.311905,53.140526
48.20015,83.485115,53.014587
48.30015,83.65832,52.887665
48.400154,83.83153,52.75975
48.500156,84.00474,52.63086
48.60016,84.17795,52.50099
48.70016,84.35116,52.37014
48.800163,84.52437,52.23831
48.900166,84.69757,52.1055
49.000168,84.87078,51.971703
49.10017,85.04399,51.836914
49.200172,85.2172,51.701164
49.300175,85.39041,51.56443
49.400177,85.56362,51.426712
49.50018,85.73683,51.288025
49.60018,85.910034,51.148346
49.700184,86.083244,51.007683
49.800186,86.256454,50.866028
49.90019,86.429665,50.723404
50.00019,86.602875,50.579803
50.100193,86.776085,50.43522
50.200195,86.949295,50.28965
50.300198,87.1225,50.143105
50.4002,87.29571,49.995575
50.500202,87.46892,49.847054
50.600204,87.64213,49.697563
50.700207,87.81534,49.547104
50.80021,87.98855,49.395653
50.90021,88.16176,49.243217
51.000214,88.33496,49.089806
51.100216,88.50817,48.93541
51.20022,88.68138,48.780014
51.30022,88.85459,48.623657
51.400223,89.0278,48.466324
51.500225,89.20101,48.308014
51.600227,89.37422,48.148712
51.70023,89.547424,47.98842
51.800232,89.720634,47.827164
51.900234,89.893845,47.664917
52.000237,90.067055,47.501694
52.10024,90.240265,47.337494
52.20024,90.413475,47.172302
52.300243,90.586685,47.006134
52.400246,90.75989,46.83899
52.500248,90.9331,46.670853
52.60025,91.10631,46.501724
52.700253,91.27952,46.331635
52.800255,91.45273,46.16057
52.900257,91.62594,45.98851
53.00026,91.79915,45.815475
53.10026,91.97235,45.64148
53.200264,92.14556,45.466476
53.300266,92.31877,45.29048
53.40027,92.49198,45.113525
53.50027,92.66519,44.935577
53.600273,92.8384,44.756668
53.700275,93.01161,44.576767
53.800278,93.184814,44.395874
53.90028,93.358025,44.21402
54.000282,93.531235,44.03116
54.100285,93.704445,43.847336
54.200287,93.877655,43.66252
54.30029,94.050865,43.476746
54.40029,94.22407,43.289978
54.500294,94.39728,43.10222
54.600296,94.57049,42.913498
54.7003,94.7437,42.72377
54.8003,94.91691,42.533066
54.900303,95.09012,42.3414
55.000305,95.26333,42.148743
55.100307,95.43653,41.95511
55.20031,95.60974,41.760483
55.300312,95.78295,41.564896
55.400314,95.95616,41.3683
55.500317,96.12937,41.170746
55.60032,96.30258,40.9722
55.70032,96.47579,40.772675
55.800323,96.648994,40.572174
55.900326,96.822205,40.370697
56.000328,96.995415,40.16823
56.10033,97.168625,39.964767
56.200333,97.341835,39.76033
56.300335,97.515045,39.55493
56.400337,97.688255,39.34854
56.50034,97.86146,39.14116
56.60034,98.03467,38.932816
56.700344,98.20788,38.723495
