0.0,0.0,0.0
0.0,1.0911914,-1.290206
0.0,2.1823828,-7.343207
0.0,3.2735744,-18.159004
0.0,4.3647656,-33.73759
0.0,5.455957,-54.078976
0.0,6.547148,-79.18315
0.0,7.6383395,-109.050125
0.0,8.729531,-143.6799
0.0,9.820723,-183.07246
0.0,10.911914,-227.22781
0.62999964,0.0,0.25004658
0.62999964,1.0911914,-1.0401593
0.62999964,2.1823828,-7.09316
0.62999964,3.2735744,-17.908957
0.62999964,4.3647656,-33.487545
0.62999964,5.455957,-53.82893
0.62999964,6.547148,-78.933105
0.62999964,7.6383395,-108.80007
0.62999964,8.729531,-143.42986
0.62999964,9.820723,-182.82242
0.62999964,10.911914,-226.97777
1.2599993,0.0,2.0003726
1.2599993,1.0911914,0.7101668
1.2599993,2.1823828,-5.342834
1.2599993,3.2735744,-16.15863
1.2599993,4.3647656,-31.73722
1.2599993,5.455957,-52.0786
1.2599993,6.547148,-77.18278
1.2599993,7.6383395,-107.04975
1.2599993,8.729531,-141.67953
1.2599993,9.820723,-181.07208
1.2599993,10.911914,-225.22745
1.8899989,0.0,6.7512574
1.8899989,1.0911914,5.4610515
1.8899989,2.1823828,-0.5919491
1.8899989,3.2735744,-11.407746
1.8899989,4.3647656,-26.986336
1.8899989,5.455957,-47.327717
1.8899989,6.547148,-72.43189
1.8899989,7.6383395,-102.29887
1.8899989,8.729531,-136.92865
1.8899989,9.820723,-176.3212
1.8899989,10.911914,-220.47656
2.5199986,0.0,16.002981
2.5199986,1.0911914,14.712776
2.5199986,2.1823828,8.659774
2.5199986,3.2735744,-2.156022
2.5199986,4.3647656,-17.734612
2.5199986,5.455957,-38.075993
2.5199986,6.547148,-63.180172
2.5199986,7.6383395,-93.04714
2.5199986,8.729531,-127.67692
2.5199986,9.820723,-167.06947
2.5199986,10.911914,-211.22484
3.1499982,0.0,31.255821
3.1499982,1.0911914,29.965614
3.1499982,2.1823828,23.912617
3.1499982,3.2735744,13.096818
3.1499982,4.3647656,-2.481772
3.1499982,5.455957,-22.823156
3.1499982,6.547148,-47.92733
3.1499982,7.6383395,-77.7943
3.1499982,8.729531,-112.42408
3.1499982,9.820723,-151.81664
3.1499982,10.911914,-195.972
3.7799978,0.0,54.01006
3.7799978,1.0911914,52.719852
3.7799978,2.1823828,46.666855
3.7799978,3.2735744,35.851055
3.7799978,4.3647656,20.272467
3.7799978,5.455957,-0.06891731
3.7799978,6.547148,-25.17309
3.7799978,7.6383395,-55.040062
3.7799978,8.729531,-89.669846
3.7799978,9.820723,-129.06241
3.7799978,10.911914,-173.21776
4.4099975,0.0,85.765976
4.4099975,1.0911914,84.47577
4.4099975,2.1823828,78.42277
4.4099975,3.2735744,67.60697
4.4099975,4.3647656,52.028385
4.4099975,5.455957,31.686998
4.4099975,6.547148,6.5828257
4.4099975,7.6383395,-23.28415
4.4099975,8.729531,-57.913925
4.4099975,9.820723,-97.30648
4.4099975,10.911914,-141.46184
5.039997,0.0,128.02385
5.039997,1.0911914,126.733635
5.039997,2.1823828,120.68065
5.039997,3.2735744,109.864845
5.039997,4.3647656,94.286255
5.039997,5.455957,73.94488
5.039997,6.547148,48.8407
5.039997,7.6383395,18.973724
5.039997,8.729531,-15.656046
5.039997,9.820723,-55.04861
5.039997,10.911914,-99.20397
5.6699967,0.0,182.28395
5.6699967,1.0911914,180.99374
5.6699967,2.1823828,174.94075
5.6699967,3.2735744,164.12495
5.6699967,4.3647656,148.54636
5.6699967,5.455957,128.20499
5.6699967,6.547148,103.1008
5.6699967,7.6383395,73.233826
5.6699967,8.729531,38.604057
5.6699967,9.820723,-0.7885087
5.6699967,10.911914,-44.943867
6.2999964,0.0,250.04657
6.2999964,1.0911914,248.75636
6.2999964,2.1823828,242.70337
6.2999964,3.2735744,231.88757
6.2999964,4.3647656,216.30898
6.2999964,5.455957,195.9676
6.2999964,6.547148,170.86342
6.2999964,7.6383395,140.99644
6.2999964,8.729531,106.36666
6.2999964,9.820723,66.9741
6.2999964,10.911914,22.818768
