X,Y
2.9799976,38.50867
2.9899976,38.483757
2.9999976,38.457817
3.0099976,38.430843
3.0199976,38.402836
3.0299976,38.373802
3.0399976,38.343742
3.0499976,38.312637
3.0599976,38.280514
3.0699975,38.24736
3.0799975,38.21317
3.0899975,38.177944
3.0999975,38.141697
3.1099975,38.104412
3.1199975,38.066093
3.1299975,38.026752
3.1399975,37.986378
3.1499975,37.944977
3.1599975,37.902542
3.1699975,37.859062
3.1799974,37.81457
3.1899974,37.76904
3.1999974,37.722473
3.2099974,37.674892
3.2199974,37.626263
3.2299974,37.576603
3.2399974,37.525925
3.2499974,37.474205
3.2599974,37.421467
3.2699974,37.367683
3.2799973,37.312866
3.2899973,37.257034
3.2999973,37.20016
3.3099973,37.142246
3.3199973,37.083317
3.3299973,37.023357
3.3399973,36.96236
3.3499973,36.90033
3.3599973,36.837276
3.3699973,36.77319
3.3799973,36.708065
3.3899972,36.64192
3.3999972,36.574738
3.4099972,36.506516
3.4199972,36.437286
3.4299972,36.36701
3.4399972,36.2957
3.4499972,36.223366
3.4599972,36.149998
3.4699972,36.075596
3.4799972,36.000168
3.4899971,35.923706
3.4999971,35.84621
3.5099971,35.767693
3.5199971,35.688137
3.529997,35.607563
3.539997,35.525944
3.549997,35.443287
3.559997,35.35962
3.569997,35.27491
3.579997,35.18918
3.589997,35.1024
3.599997,35.0146
3.609997,34.92577
3.619997,34.835907
3.629997,34.745003
3.639997,34.653084
3.649997,34.560127
3.659997,34.46613
3.669997,34.37113
3.679997,34.275066
3.689997,34.17799
3.699997,34.079887
3.709997,33.980732
3.719997,33.88056
3.729997,33.779366
3.739997,33.677124
3.749997,33.573853
3.759997,33.46956
3.769997,33.36424
3.7799969,33.25787
3.7899969,33.150482
3.7999969,33.04206
3.8099968,32.932602
3.8199968,32.82212
3.8299968,32.710613
3.8399968,32.598053
3.8499968,32.48449
3.8599968,32.369877
3.8699968,32.254242
3.8799968,32.137573
3.8899968,32.019867
3.8999968,31.90115
3.9099967,31.781376
3.9199967,31.66058
3.9299967,31.538769
3.9399967,31.415905
3.9499967,31.292017
3.9599967,31.167109
3.9699967,31.041151
3.9799967,30.914165
3.9899967,30.786171
3.9999967,30.657127
4.009997,30.527046
4.019997,30.39594
4.0299973,30.263802
4.0399976,30.130627
4.049998,29.996433
4.059998,29.861206
4.0699983,29.724937
4.0799985,29.587648
4.0899987,29.449318
4.099999,29.309961
4.109999,29.169586
4.1199994,29.028168
4.1299996,28.885723
4.14,28.742245
4.15,28.597725
4.1600003,28.452187
4.1700006,28.305614
4.180001,28.158014
4.190001,28.00938
4.2000012,27.85971
4.2100015,27.709017
4.2200017,27.557281
4.230002,27.404533
4.240002,27.250744
4.2500024,27.09592
4.2600026,26.94007
4.270003,26.783184
4.280003,26.625273
4.2900033,26.466328
4.3000035,26.306349
4.3100038,26.145342
4.320004,25.983303
4.330004,25.820236
4.3400044,25.656134
4.3500047,25.491007
4.360005,25.324844
4.370005,25.157656
4.3800054,24.989426
4.3900056,24.820177
4.400006,24.649885
4.410006,24.478569
4.4200063,24.306225
4.4300065,24.13284
4.4400067,23.958426
4.450007,23.78298
4.460007,23.606514
4.4700074,23.429022
4.4800076,23.25048
4.490008,23.070919
4.500008,22.890318
4.5100083,22.708689
4.5200086,22.526033
4.530009,22.342335
4.540009,22.15762
4.5500093,21.971869
4.5600095,21.785084
4.5700097,21.597258
4.58001,21.408419
4.59001,21.218555
4.6000104,21.027649
4.6100106,20.835709
4.620011,20.642727
4.630011,20.448732
4.6400113,20.253696
4.6500115,20.057644
4.660012,19.860546
4.670012,19.66241
4.680012,19.46326
4.6900125,19.263077
4.7000127,19.06186
4.710013,18.859623
4.720013,18.656328
4.7300134,18.452017
4.7400136,18.246677
4.750014,18.040312
4.760014,17.832905
4.7700143,17.624462
4.7800145,17.414993
4.7900147,17.204498
4.800015,16.992977
4.810015,16.780415
4.8200154,16.566818
4.8300157,16.3522
4.840016,16.136559
4.850016,15.919874
4.8600163,15.702162
4.8700166,15.483401
4.880017,15.263629
4.890017,15.042823
4.9000173,14.820982
4.9100175,14.598115
4.9200177,14.374207
4.930018,14.149279
4.940018,13.923317
4.9500184,13.696337
4.9600186,13.468313
4.970019,13.239241
4.980019,13.009157
4.9900193,12.77804
5.0000196,12.545895
5.01002,12.312717
5.02002,12.078505
5.03002,11.84325
5.0400205,11.606977
5.0500207,11.369677
5.060021,11.131342
5.070021,10.891989
5.0800214,10.651579
5.0900216,10.410151
5.100022,10.167694
5.110022,9.924205
5.1200223,9.679681
5.1300225,9.434114
5.1400228,9.187538
5.150023,8.939934
5.160023,8.691288
5.1700234,8.441601
5.1800237,8.1908865
5.190024,7.9391613
5.200024,7.6863947
5.2100244,7.432601
5.2200246,7.1777654
5.230025,6.921888
5.240025,6.6649995
5.2500253,6.4070687
5.2600255,6.148112
5.2700257,5.888128
5.280026,5.6271024
5.290026,5.3650513
5.3000264,5.1019726
5.3100266,4.837883
5.320027,4.572736
5.330027,4.306547
5.3400273,4.0393467
5.3500276,3.7711048
5.360028,3.5018516
5.370028,3.2315564
5.3800282,2.960205
5.3900285,2.6878572
5.4000287,2.4144669
5.410029,2.1400504
5.420029,1.8645921
5.4300294,1.5881071
5.4400296,1.3105955
5.45003,1.032042
5.46003,0.75247717
5.4700303,0.47187185
5.4800305,0.19020796
5.490031,-0.09245157
